time,ret_log_1d,oi_close_diff,funding_close,liq_total_usd_diff,taker_buy_ratio,sth_sopr,lth_sopr,sth_realized_price_usd_diff,lth_realized_price_usd_diff,rhodl_ratio,global_m2_yoy_diff,sp500_ret,nasdaq_ret,etf_aum_diff,etf_flow_shock_pos,etf_flow_shock_neg
2024-01-12 00:00:00+00:00,-0.07702686897989897,-1192309921.0,0.01,151758.1325899996,0.4768151513873832,0.99407763,1.50415842,-214.02412999999797,24.72200000000157,2146.498524,0.0,0.0007506937530337154,0.00017161541712162887,203000000.0,0,0
2024-01-13 00:00:00+00:00,0.0015500421644201179,-845924004.0,0.01,-27199887.7297,0.4906332420875278,0.98931628,1.81041138,73.45006999999896,9.623999999999796,2114.804793,0.0,0.0,0.0,0.0,0,0
2024-01-14 00:00:00+00:00,-0.026657746514709757,-204736338.0,0.01,1682040.6488400009,0.476557028059931,0.99388478,2.03322362,105.96777999999904,-45.81299999999828,2094.416338,0.0,0.0,0.0,0.0,0,0
2024-01-15 00:00:00+00:00,0.019013927270643105,-112767520.0,0.01,2124737.82742,0.5049236817374786,0.99992316,1.61219899,-49.698829999993904,-7.592000000000553,2040.699704,-0.7615628265000001,0.0,0.0,0.0,0,0
2024-01-16 00:00:00+00:00,0.01506913600701898,198050227.0,0.01,6658720.729490001,0.4966210553508451,0.99883136,4.08238651,59.87913999999728,50.737999999997555,2125.270463,0.0,-0.0037383190523563314,-0.001899258677296345,-52700000.0,0,0
2024-01-17 00:00:00+00:00,-0.009064593576000202,-128442113.0,0.01,-6934902.028580001,0.4982430723488937,0.99550059,1.29117262,143.5236900000018,25.441000000002532,2109.051086,0.0,-0.005632731271107971,-0.005955023123457082,453800000.0,0,0
2024-01-18 00:00:00+00:00,-0.033832645171947506,-312615364.0,0.01,16123007.30173,0.4787141177627422,1.0367735,1.57802045,-133.98686000000453,-15.525000000001455,2185.93826,0.0,0.008766720726242738,0.01337510925099572,-126600000.0,0,0
2024-01-19 00:00:00+00:00,0.008005376148788601,-184759381.0,0.01,-6831911.08007,0.502018238567885,0.9979136,1.49296157,148.18786000000546,14.066999999999098,2057.953415,0.0,0.012238308232548789,0.01681618511449834,43600000.0,0,0
2024-01-20 00:00:00+00:00,0.0010234462896108187,-109895921.0,0.01,-16954040.25271,0.4933725089323812,0.99977878,1.54228204,77.01414999999542,7.455000000001746,2039.568147,0.0,0.0,0.0,0.0,0,0
2024-01-21 00:00:00+00:00,-0.002702879783769485,-186351506.0,0.01,-288965.84083999996,0.4946057806014042,1.00142744,1.74800688,-38.74041999999463,-45.16100000000006,2007.343513,0.0,0.0,0.0,0.0,0,0
2024-01-22 00:00:00+00:00,-0.048846742976918156,-448745694.0,0.01,21021518.46995,0.4815249693705014,0.99148071,1.25537663,9.824569999997038,25.65899999999965,2172.41909,-1.5318650155,0.002191921187231216,0.0032160632062154804,-87400000.0,0,0
2024-01-23 00:00:00+00:00,0.008957281184447163,-78308894.0,0.01,2909274.939509999,0.499474220685815,0.9932087,1.27426477,-135.9794899999979,-79.01299999999901,2030.028088,0.0,0.0029171153407645534,0.004264925529250618,-106100000.0,0,0
2024-01-24 00:00:00+00:00,0.005002219252074225,295924877.0,0.01,-8952687.91607,0.5050399914323519,0.99211776,1.85532388,77.81682999999612,24.626000000000204,2199.923861,0.0,0.000811598976216743,0.003622350609949976,-158300000.0,0,0
2024-01-25 00:00:00+00:00,-0.003396395708544664,25113113.0,0.01,-11794212.186220001,0.4982454193830715,1.0063286,1.5488036,58.801720000003115,-3.335000000002765,1957.539201,0.0,0.005246578134979529,0.0018443275032034023,-79800000.0,0,0
2024-01-26 00:00:00+00:00,0.04689689912737727,481271986.0,0.009012,7494604.89745,0.515967187379061,1.00543413,1.17229494,245.14828999999736,-0.7289999999993597,1989.866846,0.0,-0.0006519977554262368,-0.0035613224428168166,14800000.0,0,0
2024-01-27 00:00:00+00:00,0.007455494226924486,107502680.0,0.01,-8625329.8206,0.492965447115714,1.00895428,1.82430186,34.88214000000153,43.72100000000137,2007.060692,0.0,0.0,0.0,0.0,0,0
2024-01-28 00:00:00+00:00,-0.002182946384168827,-245506973.0,0.01,7017237.455709999,0.4976170590150433,1.0067725,1.52652198,91.89366000000155,37.953999999997905,2014.459033,0.0,0.0,0.0,0.0,0,0
2024-01-29 00:00:00+00:00,0.030251038489967463,604550640.0,0.01,-1799652.68372,0.5081547722378489,1.01472889,1.16460695,-63.98692999999912,-79.58299999999872,2028.044691,0.8826083237,0.007528365505246271,0.011110847705335658,255100000.0,0,0
2024-01-30 00:00:00+00:00,-0.008391412034033041,-192331570.0,0.002157,4591288.85135,0.493933831367376,1.01606008,1.54552503,200.86124999999447,11.229999999999563,2149.00377,0.0,-0.0006008303969800011,-0.007588184297704359,247300000.0,0,0
2024-01-31 00:00:00+00:00,-0.009191300609788122,-802401925.0,0.01,1829122.9724700004,0.4980467077462746,1.01832601,1.6930199,277.5494700000054,-50.581999999998516,2200.824643,0.0,-0.016236851740732305,-0.02255371324545763,197600000.0,0,0
2024-02-01 00:00:00+00:00,0.012473653335238533,222446364.0,0.01,5771622.999990001,0.4996759948660956,0.99617905,1.330581,85.5038299999942,52.721999999997934,2250.368796,0.0,0.012416286114049768,0.012948628313043997,38500000.0,0,0
2024-02-02 00:00:00+00:00,0.0023874847053575454,-8198181.0,0.007593,-14772381.61934,0.4988671995259415,1.00216026,1.50685386,-78.91070999999647,-45.18799999999828,2219.008076,0.0,0.01062777072263188,0.017251506203251665,80000000.0,0,0
2024-02-03 00:00:00+00:00,-0.003959782926362787,-87791352.0,0.008311,-4827750.8975100005,0.4858673783118954,1.00605819,1.61209191,16.49938000000111,48.090000000000146,2215.092094,0.0,0.0,0.0,0.0,0,0
2024-02-04 00:00:00+00:00,-0.010279309761972888,30768296.0,0.01,2980524.2307700003,0.4837296373820528,1.00255672,1.65679793,126.25948000000062,-68.97999999999956,2261.972712,0.0,0.0,0.0,0.0,0,0
2024-02-05 00:00:00+00:00,0.0020935643802759696,480756412.0,0.01,5064332.009099999,0.5017055311539406,0.99918024,1.66328714,-20.53606000000582,29.27299999999741,2223.013961,-0.07830835349999998,-0.0031914247092839076,-0.0020028109586398557,68100000.0,0,0
